glyph,unicode,sjeng,xu,hey,tonk,dew,polyhedron中古全拼,fanqie
頌,U+980C,以,開,鍾,三,平,jyung,餘封
㝐,U+3750,以,開,鍾,三,平,jyung,餘封
䡆,U+4846,以,開,鍾,三,平,jyung,餘封
㟾,U+37FE,以,開,鍾,三,平,jyung,餘封
𨲟,U+28C9F,以,開,鍾,三,平,jyung,餘封
𪃾,U+2A0FE,以,開,鍾,三,平,jyung,餘封
槦,U+69E6,以,開,鍾,三,平,jyung,餘封
㣑,U+38D1,以,開,鍾,三,平,jyung,餘封
𢧳,U+229F3,以,開,鍾,三,平,jyung,餘封
封,U+5C01,幫,開,鍾,三,平,pyung,府容
𡉚,U+2125A,幫,開,鍾,三,平,pyung,府容
犎,U+728E,幫,開,鍾,三,平,pyung,府容
葑,U+8451,幫,開,鍾,三,平,pyung,府容
崶,U+5D36,幫,開,鍾,三,平,pyung,府容
胷,U+80F7,曉,開,鍾,三,平,hyung,許容
凶,U+51F6,曉,開,鍾,三,平,hyung,許容
𣧑,U+239D1,曉,開,鍾,三,平,hyung,許容
銎,U+928E,曉,開,鍾,三,平,hyung,許容
洶,U+6D36,曉,開,鍾,三,平,hyung,許容
恟,U+605F,曉,開,鍾,三,平,hyung,許容
𧧗,U+279D7,曉,開,鍾,三,平,hyung,許容
兇,U+5147,曉,開,鍾,三,平,hyung,許容
訩,U+8A29,曉,開,鍾,三,平,hyung,許容
匈,U+5308,曉,開,鍾,三,平,hyung,許容
顒,U+9852,疑,開,鍾,三,平,ngyung,魚容
𩤛,U+2991B,疑,開,鍾,三,平,ngyung,魚容
鰅,U+9C05,疑,開,鍾,三,平,ngyung,魚容
喁,U+5581,疑,開,鍾,三,平,ngyung,魚容
邕,U+9095,影,開,鍾,三,平,qyung,於容
雍,U+96CD,影,開,鍾,三,平,qyung,於容
噰,U+5670,影,開,鍾,三,平,qyung,於容
嗈,U+55C8,影,開,鍾,三,平,qyung,於容
郺,U+90FA,影,開,鍾,三,平,qyung,於容
澭,U+6FAD,影,開,鍾,三,平,qyung,於容
灉,U+7049,影,開,鍾,三,平,qyung,於容
癰,U+7670,影,開,鍾,三,平,qyung,於容
罋,U+7F4B,影,開,鍾,三,平,qyung,於容
廱,U+5EF1,影,開,鍾,三,平,qyung,於容
饔,U+9954,影,開,鍾,三,平,qyung,於容
壅,U+58C5,影,開,鍾,三,平,qyung,於容
雝,U+96DD,影,開,鍾,三,平,qyung,於容
𪄉,U+2A109,影,開,鍾,三,平,qyung,於容
㻾,U+3EFE,影,開,鍾,三,平,qyung,於容
𧴗,U+27D17,影,開,鍾,三,平,qyung,於容
醲,U+91B2,娘,開,鍾,三,平,nryung,女容
𨑊,U+2844A,娘,開,鍾,三,平,nryung,女容
濃,U+6FC3,娘,開,鍾,三,平,nryung,女容
襛,U+895B,娘,開,鍾,三,平,nryung,女容
穠,U+7A60,娘,開,鍾,三,平,nryung,女容
檂,U+6A82,娘,開,鍾,三,平,nryung,女容
𪒬,U+2A4AC,娘,開,鍾,三,平,nryung,女容
𨲳,U+28CB3,娘,開,鍾,三,平,nryung,女容
重,U+91CD,澄,開,鍾,三,平,dryung,直容
穜,U+7A5C,澄,開,鍾,三,平,dryung,直容
緟,U+7DDF,澄,開,鍾,三,平,dryung,直容
褈,U+8908,澄,開,鍾,三,平,dryung,直容
䳯,U+4CEF,澄,開,鍾,三,平,dryung,直容
蝩,U+8769,澄,開,鍾,三,平,dryung,直容
從,U+5F9E,從,開,鍾,三,平,zyung,疾容
从,U+4ECE,從,開,鍾,三,平,zyung,疾容
𩀰,U+29030,從,開,鍾,三,平,zyung,疾容
蹱,U+8E71,徹,開,鍾,三,平,thryung,丑凶
傭,U+50AD,徹,開,鍾,三,平,thryung,丑凶
𦟛,U+267DB,徹,開,鍾,三,平,thryung,丑凶
𨙦,U+28666,徹,開,鍾,三,平,thryung,丑凶
䝑,U+4751,徹,開,鍾,三,平,thryung,丑凶
𨤩,U+28929,徹,開,鍾,三,平,thryung,丑凶
𪒒,U+2A492,徹,開,鍾,三,平,thryung,丑凶
逢,U+9022,並,開,鍾,三,平,byung,符容
縫,U+7E2B,並,開,鍾,三,平,byung,符容
漨,U+6F28,並,開,鍾,三,平,byung,符容
䩼,U+4A7C,並,開,鍾,三,平,byung,符容
𥎌,U+2538C,並,開,鍾,三,平,byung,符容
夆,U+5906,並,開,鍾,三,平,byung,符容
𥛝,U+256DD,並,開,鍾,三,平,byung,符容
捀,U+6340,並,開,鍾,三,平,byung,符容
峯,U+5CEF,滂,開,鍾,三,平,phyung,敷容
鋒,U+92D2,滂,開,鍾,三,平,phyung,敷容
丰,U+4E30,滂,開,鍾,三,平,phyung,敷容
𡴀,U+21D00,滂,開,鍾,三,平,phyung,敷容
𢓱,U+224F1,滂,開,鍾,三,平,phyung,敷容
妦,U+59A6,滂,開,鍾,三,平,phyung,敷容
蠭,U+882D,滂,開,鍾,三,平,phyung,敷容
蜂,U+8702,滂,開,鍾,三,平,phyung,敷容
𧒒,U+27492,滂,開,鍾,三,平,phyung,敷容
蘴,U+8634,滂,開,鍾,三,平,phyung,敷容
桻,U+687B,滂,開,鍾,三,平,phyung,敷容
㷭,U+3DED,滂,開,鍾,三,平,phyung,敷容
烽,U+70FD,滂,開,鍾,三,平,phyung,敷容
莑,U+8391,滂,開,鍾,三,平,phyung,敷容
仹,U+4EF9,滂,開,鍾,三,平,phyung,敷容
㸼,U+3E3C,滂,開,鍾,三,平,phyung,敷容
縱,U+7E31,精,開,鍾,三,平,cyung,即容
𣯨,U+23BE8,精,開,鍾,三,平,cyung,即容
蹤,U+8E64,精,開,鍾,三,平,cyung,即容
䡮,U+486E,精,開,鍾,三,平,cyung,即容
樅,U+6A05,精,開,鍾,三,平,cyung,即容
磫,U+78EB,精,開,鍾,三,平,cyung,即容
豵,U+8C75,精,開,鍾,三,平,cyung,即容
熧,U+71A7,精,開,鍾,三,平,cyung,即容
𧺣,U+27EA3,精,開,鍾,三,平,cyung,即容
茸,U+8338,日,開,鍾,三,平,njyung,而容
䩸,U+4A78,日,開,鍾,三,平,njyung,而容
髶,U+9AF6,日,開,鍾,三,平,njyung,而容
䇯,U+41EF,日,開,鍾,三,平,njyung,而容
襛,U+895B,日,開,鍾,三,平,njyung,而容
穠,U+7A60,日,開,鍾,三,平,njyung,而容
搑,U+6411,日,開,鍾,三,平,njyung,而容
𥎂,U+25382,日,開,鍾,三,平,njyung,而容
榵,U+69B5,日,開,鍾,三,平,njyung,而容
穁,U+7A41,日,開,鍾,三,平,njyung,而容
蛩,U+86E9,群,開,鍾,三,平,gyung,渠容
邛,U+909B,群,開,鍾,三,平,gyung,渠容
舼,U+823C,群,開,鍾,三,平,gyung,渠容
𦨰,U+26A30,群,開,鍾,三,平,gyung,渠容
筇,U+7B47,群,開,鍾,三,平,gyung,渠容
輁,U+8F01,群,開,鍾,三,平,gyung,渠容
𦭭,U+26B6D,群,開,鍾,三,平,gyung,渠容
𥳎,U+25CCE,群,開,鍾,三,平,gyung,渠容
䂬,U+40AC,群,開,鍾,三,平,gyung,渠容
蛬,U+86EC,群,開,鍾,三,平,gyung,渠容
𠌖,U+20316,群,開,鍾,三,平,gyung,渠容
𩬰,U+29B30,群,開,鍾,三,平,gyung,渠容
桏,U+684F,群,開,鍾,三,平,gyung,渠容
䅃,U+4143,群,開,鍾,三,平,gyung,渠容
𤤶,U+24936,群,開,鍾,三,平,gyung,渠容
𩢽,U+298BD,群,開,鍾,三,平,gyung,渠容
鱅,U+9C45,常,開,鍾,三,平,zjyung,蜀庸
慵,U+6175,常,開,鍾,三,平,zjyung,蜀庸
𩌨,U+29328,常,開,鍾,三,平,zjyung,蜀庸
恭,U+606D,見,開,鍾,三,平,kyung,九容
龔,U+9F94,見,開,鍾,三,平,kyung,九容
供,U+4F9B,見,開,鍾,三,平,kyung,九容
珙,U+73D9,見,開,鍾,三,平,kyung,九容
䢼,U+48BC,見,開,鍾,三,平,kyung,九容
共,U+5171,見,開,鍾,三,平,kyung,九容
𤱨,U+24C68,見,開,鍾,三,平,kyung,九容
廾,U+5EFE,見,開,鍾,三,平,kyung,九容
髸,U+9AF8,見,開,鍾,三,平,kyung,九容
䳍,U+4CCD,見,開,鍾,三,平,kyung,九容
蜙,U+8719,心,開,鍾,三,平,syung,息恭
淞,U+6DDE,心,開,鍾,三,平,syung,息恭
凇,U+51C7,心,開,鍾,三,平,syung,息恭
鬆,U+9B06,心,開,鍾,三,平,syung,息恭
倯,U+502F,心,開,鍾,三,平,syung,息恭
𢔋,U+2250B,心,開,鍾,三,平,syung,息恭
樅,U+6A05,清,開,鍾,三,平,chyung,七恭
鏦,U+93E6,清,開,鍾,三,平,chyung,七恭
從,U+5F9E,清,開,鍾,三,平,chyung,七恭
暰,U+66B0,清,開,鍾,三,平,chyung,七恭
䗥,U+45E5,清,開,鍾,三,平,chyung,七恭
瑽,U+747D,清,開,鍾,三,平,chyung,七恭
摐,U+6450,清,開,鍾,三,平,chyung,七恭
䐫,U+442B,清,開,鍾,三,平,chyung,七恭
𥡬,U+2586C,清,開,鍾,三,平,chyung,七恭
𧺣,U+27EA3,清,開,鍾,三,平,chyung,七恭
鬆,U+9B06,清,開,鍾,三,平,chyung,七恭
𨑪,U+2846A,清,開,鍾,三,平,chyung,七恭
銎,U+928E,溪,開,鍾,三,平,khyung,曲恭
𥳎,U+25CCE,溪,開,鍾,三,平,khyung,曲恭
江,U+6C5F,見,開,江,二,平,krung,古雙
扛,U+625B,見,開,江,二,平,krung,古雙
杠,U+6760,見,開,江,二,平,krung,古雙
茳,U+8333,見,開,江,二,平,krung,古雙
釭,U+91ED,見,開,江,二,平,krung,古雙
矼,U+77FC,見,開,江,二,平,krung,古雙
豇,U+8C47,見,開,江,二,平,krung,古雙
肛,U+809B,見,開,江,二,平,krung,古雙
玒,U+7392,見,開,江,二,平,krung,古雙
𧢸,U+278B8,見,開,江,二,平,krung,古雙
䜫,U+472B,見,開,江,二,平,krung,古雙
厖,U+5396,明,開,江,二,平,mrung,莫江
駹,U+99F9,明,開,江,二,平,mrung,莫江
狵,U+72F5,明,開,江,二,平,mrung,莫江
尨,U+5C28,明,開,江,二,平,mrung,莫江
浝,U+6D5D,明,開,江,二,平,mrung,莫江
哤,U+54E4,明,開,江,二,平,mrung,莫江
牻,U+727B,明,開,江,二,平,mrung,莫江
娏,U+5A0F,明,開,江,二,平,mrung,莫江
䵨,U+4D68,明,開,江,二,平,mrung,莫江
㟌,U+37CC,明,開,江,二,平,mrung,莫江
蛖,U+86D6,明,開,江,二,平,mrung,莫江
𥆙,U+25199,明,開,江,二,平,mrung,莫江
痝,U+75DD,明,開,江,二,平,mrung,莫江
𠈵,U+20235,明,開,江,二,平,mrung,莫江
𦗳,U+265F3,娘,開,江,二,平,nrung,女江
𣰊,U+23C0A,娘,開,江,二,平,nrung,女江
涳,U+6DB3,娘,開,江,二,平,nrung,女江
噥,U+5665,娘,開,江,二,平,nrung,女江
𩟊,U+297CA,娘,開,江,二,平,nrung,女江
鬞,U+9B1E,娘,開,江,二,平,nrung,女江
䁸,U+4078,娘,開,江,二,平,nrung,女江
𪆯,U+2A1AF,娘,開,江,二,平,nrung,女江
囪,U+56EA,初,開,江,二,平,chrung,楚江
䆫,U+41AB,初,開,江,二,平,chrung,楚江
牎,U+724E,初,開,江,二,平,chrung,楚江
窓,U+7A93,初,開,江,二,平,chrung,楚江
䎫,U+43AB,初,開,江,二,平,chrung,楚江
堫,U+582B,初,開,江,二,平,chrung,楚江
摐,U+6450,初,開,江,二,平,chrung,楚江
鏦,U+93E6,初,開,江,二,平,chrung,楚江
𥍷,U+25377,初,開,江,二,平,chrung,楚江
邦,U+90A6,幫,開,江,二,平,prung,博江
𤰫,U+24C2B,幫,開,江,二,平,prung,博江
梆,U+6886,幫,開,江,二,平,prung,博江
垹,U+57B9,幫,開,江,二,平,prung,博江
栙,U+6819,匣,開,江,二,平,ghrung,下江
䜶,U+4736,匣,開,江,二,平,ghrung,下江
降,U+964D,匣,開,江,二,平,ghrung,下江
缸,U+7F38,匣,開,江,二,平,ghrung,下江
缻,U+7F3B,匣,開,江,二,平,ghrung,下江
洚,U+6D1A,匣,開,江,二,平,ghrung,下江
夅,U+5905,匣,開,江,二,平,ghrung,下江
跭,U+8DED,匣,開,江,二,平,ghrung,下江
胮,U+80EE,滂,開,江,二,平,phrung,匹江
𤵸,U+24D78,滂,開,江,二,平,phrung,匹江
𩐨,U+29428,滂,開,江,二,平,phrung,匹江
𪔔,U+2A514,滂,開,江,二,平,phrung,匹江
𪐿,U+2A43F,滂,開,江,二,平,phrung,匹江
瀧,U+7027,來,開,江,二,平,lrung,呂江
䮾,U+4BBE,來,開,江,二,平,lrung,呂江
雙,U+96D9,生,開,江,二,平,srung,所江
艭,U+826D,生,開,江,二,平,srung,所江
䉶,U+4276,生,開,江,二,平,srung,所江
𢥠,U+22960,生,開,江,二,平,srung,所江
䝄,U+4744,生,開,江,二,平,srung,所江
瀧,U+7027,生,開,江,二,平,srung,所江
𨇯,U+281EF,生,開,江,二,平,srung,所江
龐,U+9F90,並,開,江,二,平,brung,薄江
逄,U+9004,並,開,江,二,平,brung,薄江
胮,U+80EE,並,開,江,二,平,brung,薄江
𩐨,U+29428,並,開,江,二,平,brung,薄江
舽,U+823D,並,開,江,二,平,brung,薄江
肛,U+809B,曉,開,江,二,平,hrung,許江
啌,U+554C,曉,開,江,二,平,hrung,許江
谾,U+8C3E,曉,開,江,二,平,hrung,許江
舡,U+8221,曉,開,江,二,平,hrung,許江
胦,U+80E6,影,開,江,二,平,qrung,握江
腔,U+8154,溪,開,江,二,平,khrung,苦江
𤟄,U+247C4,溪,開,江,二,平,khrung,苦江
羫,U+7FAB,溪,開,江,二,平,khrung,苦江
控,U+63A7,溪,開,江,二,平,khrung,苦江
椌,U+690C,溪,開,江,二,平,khrung,苦江
悾,U+60BE,溪,開,江,二,平,khrung,苦江
跫,U+8DEB,溪,開,江,二,平,khrung,苦江
涳,U+6DB3,溪,開,江,二,平,khrung,苦江
崆,U+5D06,溪,開,江,二,平,khrung,苦江
𩩝,U+29A5D,溪,開,江,二,平,khrung,苦江
㾤,U+3FA4,溪,開,江,二,平,khrung,苦江
㼹,U+3F39,溪,開,江,二,平,khrung,苦江
幢,U+5E62,澄,開,江,二,平,drung,宅江
撞,U+649E,澄,開,江,二,平,drung,宅江
橦,U+6A66,澄,開,江,二,平,drung,宅江
𣃘,U+230D8,澄,開,江,二,平,drung,宅江
噇,U+5647,澄,開,江,二,平,drung,宅江
𩪘,U+29A98,澄,開,江,二,平,drung,宅江
憃,U+6183,徹,開,江,二,平,thrung,丑江
䚎,U+468E,徹,開,江,二,平,thrung,丑江
𥡟,U+2585F,徹,開,江,二,平,thrung,丑江
䄝,U+411D,徹,開,江,二,平,thrung,丑江
𧜧,U+27727,徹,開,江,二,平,thrung,丑江
樁,U+6A01,知,開,江,二,平,trung,都江
𣻛,U+23EDB,知,開,江,二,平,trung,都江
㟅,U+37C5,疑,開,江,二,平,ngrung,五江
淙,U+6DD9,崇,開,江,二,平,zrung,士江
鬃,U+9B03,崇,開,江,二,平,zrung,士江
㼻,U+3F3B,崇,開,江,二,平,zrung,士江
𩞐,U+29790,崇,開,江,二,平,zrung,士江
支,U+652F,章,開,支A,三,平,cje,章移
𥾣,U+25FA3,章,開,支A,三,平,cje,章移
只,U+53EA,章,開,支A,三,平,cje,章移
汥,U+6C65,章,開,支A,三,平,cje,章移
㲍,U+3C8D,章,開,支A,三,平,cje,章移
巵,U+5DF5,章,開,支A,三,平,cje,章移
梔,U+6894,章,開,支A,三,平,cje,章移
枝,U+679D,章,開,支A,三,平,cje,章移
衹,U+8879,章,開,支A,三,平,cje,章移
㽻,U+3F7B,章,開,支A,三,平,cje,章移
衼,U+887C,章,開,支A,三,平,cje,章移
肢,U+80A2,章,開,支A,三,平,cje,章移
胑,U+80D1,章,開,支A,三,平,cje,章移
𨈛,U+2821B,章,開,支A,三,平,cje,章移
禔,U+7994,章,開,支A,三,平,cje,章移
馶,U+99B6,章,開,支A,三,平,cje,章移
氏,U+6C0F,章,開,支A,三,平,cje,章移
疻,U+75BB,章,開,支A,三,平,cje,章移
㩼,U+3A7C,章,開,支A,三,平,cje,章移
鳷,U+9CF7,章,開,支A,三,平,cje,章移
䧴,U+49F4,章,開,支A,三,平,cje,章移
觶,U+89F6,章,開,支A,三,平,cje,章移
榰,U+69B0,章,開,支A,三,平,cje,章移
㯄,U+3BC4,章,開,支A,三,平,cje,章移
𪂅,U+2A085,章,開,支A,三,平,cje,章移
𧌔,U+27314,章,開,支A,三,平,cje,章移
眵,U+7735,章,開,支A,三,平,cje,章移
䡋,U+484B,章,開,支A,三,平,cje,章移
𩍲,U+29372,章,開,支A,三,平,cje,章移
移,U+79FB,以,開,支A,三,平,je,弋支
䄬,U+412C,以,開,支A,三,平,je,弋支
迻,U+8FFB,以,開,支A,三,平,je,弋支
𠩗,U+20A57,以,開,支A,三,平,je,弋支
杝,U+675D,以,開,支A,三,平,je,弋支
鉹,U+9279,以,開,支A,三,平,je,弋支
袲,U+88B2,以,開,支A,三,平,je,弋支
箷,U+7BB7,以,開,支A,三,平,je,弋支
𥠥,U+25825,以,開,支A,三,平,je,弋支
㥴,U+3974,以,開,支A,三,平,je,弋支
詑,U+8A51,以,開,支A,三,平,je,弋支
簃,U+7C03,以,開,支A,三,平,je,弋支
䔟,U+451F,以,開,支A,三,平,je,弋支
熪,U+71AA,以,開,支A,三,平,je,弋支
扅,U+6245,以,開,支A,三,平,je,弋支
衪,U+886A,以,開,支A,三,平,je,弋支
暆,U+6686,以,開,支A,三,平,je,弋支
迆,U+8FC6,以,開,支A,三,平,je,弋支
𤝻,U+2477B,以,開,支A,三,平,je,弋支
栘,U+6818,以,開,支A,三,平,je,弋支
歋,U+6B4B,以,開,支A,三,平,je,弋支
酏,U+914F,以,開,支A,三,平,je,弋支
匜,U+531C,以,開,支A,三,平,je,弋支
拸,U+62F8,以,開,支A,三,平,je,弋支
謻,U+8B3B,以,開,支A,三,平,je,弋支
𠗺,U+205FA,以,開,支A,三,平,je,弋支
蛇,U+86C7,以,開,支A,三,平,je,弋支
虵,U+8675,以,開,支A,三,平,je,弋支
螔,U+8794,以,開,支A,三,平,je,弋支
𠐀,U+20400,以,開,支A,三,平,je,弋支
𣣢,U+238E2,以,開,支A,三,平,je,弋支
䬁,U+4B01,以,開,支A,三,平,je,弋支
爲,U+7232,云,合,支B,三,平,ye,薳支
為,U+70BA,云,合,支B,三,平,ye,薳支
潙,U+6F59,云,合,支B,三,平,ye,薳支
䧦,U+49E6,云,合,支B,三,平,ye,薳支
鄬,U+912C,云,合,支B,三,平,ye,薳支
𩻟,U+29EDF,云,合,支B,三,平,ye,薳支
嬀,U+5B00,見,合,支B,三,平,kye,居爲
潙,U+6F59,見,合,支B,三,平,kye,居爲
𪎮,U+2A3AE,曉,合,支B,三,平,hye,許爲
麾,U+9EBE,曉,合,支B,三,平,hye,許爲
噅,U+5645,曉,合,支B,三,平,hye,許爲
撝,U+649D,曉,合,支B,三,平,hye,許爲
𩻟,U+29EDF,曉,合,支B,三,平,hye,許爲
䧦,U+49E6,曉,合,支B,三,平,hye,許爲
逶,U+9036,影,合,支B,三,平,qye,於爲
𣨙,U+23A19,影,合,支B,三,平,qye,於爲
萎,U+840E,影,合,支B,三,平,qye,於爲
㮃,U+3B83,影,合,支B,三,平,qye,於爲
覣,U+89A3,影,合,支B,三,平,qye,於爲
蜲,U+8732,影,合,支B,三,平,qye,於爲
痿,U+75FF,影,合,支B,三,平,qye,於爲
倭,U+502D,影,合,支B,三,平,qye,於爲
委,U+59D4,影,合,支B,三,平,qye,於爲
䴧,U+4D27,影,合,支B,三,平,qye,於爲
蟡,U+87E1,影,合,支B,三,平,qye,於爲
糜,U+7CDC,明,開,支B,三,平,mie,靡爲
縻,U+7E3B,明,開,支B,三,平,mie,靡爲
㸏,U+3E0F,明,開,支B,三,平,mie,靡爲
𪎕,U+2A395,明,開,支B,三,平,mie,靡爲
蘼,U+863C,明,開,支B,三,平,mie,靡爲
䊳,U+42B3,明,開,支B,三,平,mie,靡爲
𪎭,U+2A3AD,明,開,支B,三,平,mie,靡爲
𦗕,U+265D5,明,開,支B,三,平,mie,靡爲
醿,U+91BF,明,開,支B,三,平,mie,靡爲
隓,U+9693,曉,合,支A,三,平,hjye,許規
墮,U+58AE,曉,合,支A,三,平,hjye,許規
隳,U+96B3,曉,合,支A,三,平,hjye,許規
眭,U+772D,曉,合,支A,三,平,hjye,許規
觿,U+89FF,曉,合,支A,三,平,hjye,許規
睢,U+7762,曉,合,支A,三,平,hjye,許規
䜐,U+4710,曉,合,支A,三,平,hjye,許規
鑴,U+9474,曉,合,支A,三,平,hjye,許規
蘳,U+8633,曉,合,支A,三,平,hjye,許規
鬌,U+9B0C,澄,合,支B,三,平,drye,直垂
錘,U+9318,澄,合,支B,三,平,drye,直垂
甀,U+7500,澄,合,支B,三,平,drye,直垂
𡍮,U+2136E,常,合,支A,三,平,zjye,是爲
垂,U+5782,常,合,支A,三,平,zjye,是爲
陲,U+9672,常,合,支A,三,平,zjye,是爲
倕,U+5015,常,合,支A,三,平,zjye,是爲
𦈼,U+2623C,常,合,支A,三,平,zjye,是爲
𨿠,U+28FE0,常,合,支A,三,平,zjye,是爲
圌,U+570C,常,合,支A,三,平,zjye,是爲
篅,U+7BC5,常,合,支A,三,平,zjye,是爲
𥳙,U+25CD9,常,合,支A,三,平,zjye,是爲
𠂹,U+200B9,常,合,支A,三,平,zjye,是爲
羸,U+7FB8,來,合,支A,三,平,lye,力爲
𡰠,U+21C20,來,合,支A,三,平,lye,力爲
吹,U+5439,昌,合,支A,三,平,chjye,昌垂
炊,U+708A,昌,合,支A,三,平,chjye,昌垂
䶴,U+4DB4,昌,合,支A,三,平,chjye,昌垂
鈹,U+9239,滂,開,支B,三,平,phie,敷羈
帔,U+5E14,滂,開,支B,三,平,phie,敷羈
鮍,U+9B8D,滂,開,支B,三,平,phie,敷羈
披,U+62AB,滂,開,支B,三,平,phie,敷羈
𤱍,U+24C4D,滂,開,支B,三,平,phie,敷羈
耚,U+801A,滂,開,支B,三,平,phie,敷羈
狓,U+72D3,滂,開,支B,三,平,phie,敷羈
翍,U+7FCD,滂,開,支B,三,平,phie,敷羈
旇,U+65C7,滂,開,支B,三,平,phie,敷羈
秛,U+79DB,滂,開,支B,三,平,phie,敷羈
𤿎,U+24FCE,滂,開,支B,三,平,phie,敷羈
㱟,U+3C5F,滂,開,支B,三,平,phie,敷羈
陂,U+9642,幫,開,支B,三,平,pie,彼爲
詖,U+8A56,幫,開,支B,三,平,pie,彼爲
碑,U+7891,幫,開,支B,三,平,pie,彼爲
羆,U+7F86,幫,開,支B,三,平,pie,彼爲
𥀍,U+2500D,幫,開,支B,三,平,pie,彼爲
𨰟,U+28C1F,幫,開,支B,三,平,pie,彼爲
𤜑,U+24711,幫,開,支B,三,平,pie,彼爲
𨧦,U+289E6,幫,開,支B,三,平,pie,彼爲
𥶓,U+25D93,幫,開,支B,三,平,pie,彼爲
襬,U+896C,幫,開,支B,三,平,pie,彼爲
藣,U+85E3,幫,開,支B,三,平,pie,彼爲
隨,U+96A8,邪,合,支A,三,平,zsye,旬爲
隋,U+968B,邪,合,支A,三,平,zsye,旬爲
𥶻,U+25DBB,邪,合,支A,三,平,zsye,旬爲
虧,U+8667,溪,合,支B,三,平,khye,去爲
闚,U+95DA,溪,合,支A,三,平,khjye,去隨
窺,U+7ABA,溪,合,支A,三,平,khjye,去隨
竒,U+7AD2,群,開,支B,三,平,gie,渠羈
琦,U+7426,群,開,支B,三,平,gie,渠羈
騎,U+9A0E,群,開,支B,三,平,gie,渠羈
鵸,U+9D78,群,開,支B,三,平,gie,渠羈
弜,U+5F1C,群,開,支B,三,平,gie,渠羈
鬾,U+9B3E,群,開,支B,三,平,gie,渠羈
碕,U+7895,群,開,支B,三,平,gie,渠羈
𢺷,U+22EB7,群,開,支B,三,平,gie,渠羈
㩽,U+3A7D,群,開,支B,三,平,gie,渠羈
錡,U+9321,群,開,支B,三,平,gie,渠羈
祇,U+7947,群,開,支A,三,平,gje,巨支
示,U+793A,群,開,支A,三,平,gje,巨支
衹,U+8879,群,開,支A,三,平,gje,巨支
岐,U+5C90,群,開,支A,三,平,gje,巨支
歧,U+6B67,群,開,支A,三,平,gje,巨支
𨙸,U+28678,群,開,支A,三,平,gje,巨支
馶,U+99B6,群,開,支A,三,平,gje,巨支
疧,U+75A7,群,開,支A,三,平,gje,巨支
蚑,U+8691,群,開,支A,三,平,gje,巨支
忯,U+5FEF,群,開,支A,三,平,gje,巨支
䞚,U+479A,群,開,支A,三,平,gje,巨支
翄,U+7FC4,群,開,支A,三,平,gje,巨支
𢻚,U+22EDA,群,開,支A,三,平,gje,巨支
軝,U+8EDD,群,開,支A,三,平,gje,巨支
𩉬,U+2926C,群,開,支A,三,平,gje,巨支
芪,U+82AA,群,開,支A,三,平,gje,巨支
汥,U+6C65,群,開,支A,三,平,gje,巨支
跂,U+8DC2,群,開,支A,三,平,gje,巨支
䲬,U+4CAC,群,開,支A,三,平,gje,巨支
蚔,U+8694,群,開,支A,三,平,gje,巨支
䉻,U+427B,群,開,支A,三,平,gje,巨支
𦭲,U+26B72,群,開,支A,三,平,gje,巨支
伎,U+4F0E,群,開,支A,三,平,gje,巨支
𨱜,U+28C5C,群,開,支A,三,平,gje,巨支
𠁭,U+2006D,群,開,支A,三,平,gje,巨支
犧,U+72A7,曉,開,支B,三,平,hie,許羈
羲,U+7FB2,曉,開,支B,三,平,hie,許羈
焁,U+7101,曉,開,支B,三,平,hie,許羈
桸,U+6878,曉,開,支B,三,平,hie,許羈
巇,U+5DC7,曉,開,支B,三,平,hie,許羈
羛,U+7F9B,曉,開,支B,三,平,hie,許羈
戲,U+6232,曉,開,支B,三,平,hie,許羈
𤃪,U+240EA,曉,開,支B,三,平,hie,許羈
曦,U+66E6,曉,開,支B,三,平,hie,許羈
𢹍,U+22E4D,曉,開,支B,三,平,hie,許羈
𧕆,U+27546,曉,開,支B,三,平,hie,許羈
䚙,U+4699,曉,開,支B,三,平,hie,許羈
䖒,U+4592,曉,開,支B,三,平,hie,許羈
㺣,U+3EA3,曉,開,支B,三,平,hie,許羈
𣤴,U+23934,曉,開,支B,三,平,hie,許羈
𢨛,U+22A1B,曉,開,支B,三,平,hie,許羈
㚀,U+3680,曉,開,支B,三,平,hie,許羈
隵,U+96B5,曉,開,支B,三,平,hie,許羈
㩻,U+3A7B,溪,開,支B,三,平,khie,去奇
觭,U+89ED,溪,開,支B,三,平,khie,去奇
踦,U+8E26,溪,開,支B,三,平,khie,去奇
㱦,U+3C66,溪,開,支B,三,平,khie,去奇
崎,U+5D0E,溪,開,支B,三,平,khie,去奇
𦖊,U+2658A,溪,開,支B,三,平,khie,去奇
碕,U+7895,溪,開,支B,三,平,khie,去奇
𤘌,U+2460C,溪,開,支B,三,平,khie,去奇
㥓,U+3953,溪,開,支B,三,平,khie,去奇
䗁,U+45C1,溪,開,支B,三,平,khie,去奇
攲,U+6532,溪,開,支B,三,平,khie,去奇
宜,U+5B9C,疑,開,支B,三,平,ngie,魚羈
宐,U+5B90,疑,開,支B,三,平,ngie,魚羈
𠣨,U+208E8,疑,開,支B,三,平,ngie,魚羈
㝖,U+3756,疑,開,支B,三,平,ngie,魚羈
儀,U+5100,疑,開,支B,三,平,ngie,魚羈
𥪺,U+25ABA,疑,開,支B,三,平,ngie,魚羈
䣡,U+48E1,疑,開,支B,三,平,ngie,魚羈
䴊,U+4D0A,疑,開,支B,三,平,ngie,魚羈
轙,U+8F59,疑,開,支B,三,平,ngie,魚羈
