glyph,unicode,广韵信息,反切,polyhedron中古全拼,mandarin_pinyin,cantonese_jyutping
𦊼,U+262BC,來開三去魚,良倨,lioh,lǜ,
據,U+64DA,見開三去魚,居御,kioh,jù,geoi3
鋸,U+92F8,見開三去魚,居御,kioh,jù；jū,geoi3；goe3；guk1
倨,U+5028,見開三去魚,居御,kioh,jù,geoi3
踞,U+8E1E,見開三去魚,居御,kioh,jù,geoi3
澽,U+6FBD,"群開三去魚
見開三去魚","其據
居御","gioh
kioh",jù,geoi3；geoi6
𧣻,U+278FB,見開三去魚,居御,kioh,jù,
䱟,U+4C5F,見開三去魚,居御,kioh,jù；jū,geoi3
覰,U+89B0,清開三去魚,七慮,chioh,qù；qū,ceoi3
䁦,U+4066,清開三去魚,七慮,chioh,qù,ceoi3
刞,U+521E,清開三去魚,七慮,chioh,qù,ceoi3
蜡,U+8721,"來開一入談
崇開二去麻
清開三去魚","盧盍
鋤駕
七慮","lap
zrah
chioh",jí；là；qù；zhà,laap6；zaa3
鼁,U+9F01,溪開三去魚,丘倨,khioh,qù,heoi3
㧁,U+39C1,"匣開一入談
溪開一入覃
溪開三去魚
見開一入覃","胡臘
口荅
丘倨
古沓","ghap
khop
khioh
kop",hé；qù,heoi3
𩿟,U+29FDF,溪開三去魚,丘倨,khioh,qù,
署,U+7F72,常開三去魚,常恕,zjoh,shǔ,cyu5；syu5
薯,U+85AF,常開三去魚,常恕,zjoh,shǔ,syu2；syu4
曙,U+66D9,常開三去魚,常恕,zjoh,shǔ,cyu5；syu5
恕,U+6055,書開三去魚,商署,sjoh,shù,syu3
庶,U+5EB6,書開三去魚,商署,sjoh,shù；zhù；zhē,syu3
樜,U+6A1C,"書開三去魚
章開三去麻","商署
之夜","sjoh
cjah",zhè,ze3
㵂,U+3D42,書開三去魚,商署,sjoh,shù,syu3
箸,U+7BB8,"澄開三去魚
知開三去魚","遟倨
陟慮","drioh
trioh",zhuó；zhù,zyu3；zyu6
䬡,U+4B21,章開三去魚,章恕,cjoh,zhù,zyu3
翥,U+7FE5,章開三去魚,章恕,cjoh,zhù,zyu3
𤳯,U+24CEF,章開三去魚,章恕,cjoh,zhù,
䭖,U+4B56,章開三去魚,章恕,cjoh,zhù,zyu3
䘄,U+4604,章開三去魚,章恕,cjoh,zhù,zyu3
𢉙,U+22259,章開三去魚,章恕,cjoh,,
𤳐,U+24CD0,章開三去魚,章恕,cjoh,,
𡻠,U+21EE0,章開三去魚,章恕,cjoh,zhù,
㫂,U+3AC2,章開三去魚,章恕,cjoh,zhù,zyu3
捒,U+6352,"生合三去虞
生開三去魚","色句
所去","sryoh
srioh",shù；sōu；sǒng,cuk1
㫹,U+3AF9,生開三去魚,所去,srioh,shù,so3
飫,U+98EB,影開三去魚,依倨,qioh,yù,jyu3
𩜏,U+2970F,影開三去魚,依倨,qioh,,
瘀,U+7600,影開三去魚,依倨,qioh,yū,jyu1；jyu2
菸,U+83F8,影開三去魚,依倨,qioh,yù；yān；yū,jin1
棜,U+68DC,影開三去魚,依倨,qioh,yù,jyu3
筯,U+7B6F,澄開三去魚,遟倨,drioh,zhù,zyu3；zyu6
遽,U+907D,群開三去魚,其據,gioh,jù；qú,geoi6
勮,U+52EE,群開三去魚,其據,gioh,jù,geoi3；geoi6
絮,U+7D6E,"娘開三去魚
徹開三去魚
心開三去魚
泥開二去麻","尼據
抽據
息據
乃亞","nrioh
thrioh
sioh
nrah",chù；nà；nǜ；xù,seoi5；seoi6
助,U+52A9,崇開三去魚,牀據,zrioh,chú；zhù,zo6
詛,U+8A5B,莊開三去魚,莊助,crioh,zǔ,zo2；zo3
豫,U+8C6B,以開三去魚,羊洳,joh,shū；xiè；yù,jyu6
預,U+9810,以開三去魚,羊洳,joh,yù,jyu6
礜,U+791C,以開三去魚,羊洳,joh,yù,jyu6
悆,U+6086,以開三去魚,羊洳,joh,shū；yù,jyu6
𣝑,U+23751,以開三去魚,羊洳,joh,yù；yú,
蕷,U+8577,以開三去魚,羊洳,joh,yù,jyu6
穥,U+7A65,以開三去魚,羊洳,joh,yù；yǔ,jyu6
忬,U+5FEC,以開三去魚,羊洳,joh,shū；yù,jyu6
澦,U+6FA6,以開三去魚,羊洳,joh,yù,jyu6
𡒊,U+2148A,以開三去魚,羊洳,joh,yù,jyu6
儊,U+510A,初開三去魚,瘡據,chrioh,chù,co3
䖏,U+458F,昌開三去魚,昌據,chjoh,chù；chǔ,cyu2；cyu3；cyu5；syu3
𡲁,U+21C81,邪開三去魚,徐預,zsioh,,
遇,U+9047,疑合三去虞,牛具,ngyoh,yóng；yù；ǒu,jyu6
寓,U+5BD3,疑合三去虞,牛具,ngyoh,yù,jyu6
庽,U+5EBD,疑合三去虞,牛具,ngyoh,yù,jyu6
媀,U+5A80,疑合三去虞,牛具,ngyoh,yù；yú,jyu6
𤸒,U+24E12,疑合三去虞,牛具,ngyoh,yù,
嫗,U+5AD7,影合三去虞,衣遇,qyoh,kōu；yù；yǔ,jyu2；jyu3
饇,U+9947,影合三去虞,衣遇,qyoh,yù,jyu3
𦒸,U+264B8,常合三去虞,常句,zjyoh,,
澍,U+6F8D,"常合三去虞
章合三去虞","常句
之戍","zjyoh
cjyoh",shù；zhù,syu6
尌,U+5C0C,常合三去虞,常句,zjyoh,shù；zhù,syu6
𠊪,U+202AA,常合三去虞,常句,zjyoh,shù,
住,U+4F4F,"澄合三去虞
知合三去虞","持遇
中句","dryoh
tryoh",zhù,zyu2；zyu6
逗,U+9017,"定開一去侯
澄合三去虞","田候
持遇","duh
dryoh",dòu；qí；tóu；zhù,dau6
附,U+9644,並合三去虞,符遇,byoh,bù；fù；fū,fu6
袝,U+889D,並合三去虞,符遇,byoh,fù,fu6
賻,U+8CFB,並合三去虞,符遇,byoh,fù,fu6
駙,U+99D9,並合三去虞,符遇,byoh,fù,fu6
鮒,U+9B92,並合三去虞,符遇,byoh,fù,fu6
䠵,U+4835,並合三去虞,符遇,byoh,fù,fu6
蚹,U+86B9,並合三去虞,符遇,byoh,fù,fu6
𠪻,U+20ABB,並合三去虞,符遇,byoh,fù,
胕,U+80D5,並合三去虞,符遇,byoh,fú；fū；fǔ；zhǒu,fu1；fu4
注,U+6CE8,"知合三去虞
章合三去虞","中句
之戍","tryoh
cjyoh",zhòu；zhù,zyu3
疰,U+75B0,章合三去虞,之戍,cjyoh,zhù,zyu3
罜,U+7F5C,"定開一入東
章合三去虞","徒谷
之戍","duk
cjyoh",dú；zhǔ,zyu2；zyu3
㹥,U+3E65,章合三去虞,之戍,cjyoh,zhù,zyu3
鑄,U+9444,章合三去虞,之戍,cjyoh,zhù,zyu3
馵,U+99B5,章合三去虞,之戍,cjyoh,zhù,zyu3
註,U+8A3B,"知合三去虞
章合三去虞","中句
之戍","tryoh
cjyoh",zhù,zyu3
霔,U+9714,章合三去虞,之戍,cjyoh,zhù,zyu3
㺛,U+3E9B,章合三去虞,之戍,cjyoh,zhù,zyu3
䎷,U+43B7,"滂合三去虞
章合三去虞","芳遇
之戍","phyoh
cjyoh",zhù,zyu3
祩,U+7969,章合三去虞,之戍,cjyoh,zhù,zyu3
𠴦,U+20D26,章合三去虞,之戍,cjyoh,zhù,
䪒,U+4A92,章合三去虞,之戍,cjyoh,zhù,zyu3
蛀,U+86C0,章合三去虞,之戍,cjyoh,zhù,zyu3
屨,U+5C68,見合三去虞,九遇,kyoh,jù,geoi3
怐,U+6010,"曉開一去侯
溪開一去侯
見合三去虞
見開一去侯","呼漏
苦候
九遇
古候","huh
khuh
kyoh
kuh",jù；kòu,kau3
䈮,U+422E,見合三去虞,九遇,kyoh,jù,geoi3
邭,U+90AD,見合三去虞,九遇,kyoh,jù,geoi3
昫,U+662B,曉合三去虞,香句,hyoh,xiǒng；xù,heoi2；heoi3
酗,U+9157,曉合三去虞,香句,hyoh,xù,heoi2；heoi3；jyu3
𧏺,U+273FA,曉合三去虞,香句,hyoh,xù；òu,
戍,U+620D,書合三去虞,傷遇,sjyoh,shù,syu3
腧,U+8167,書合三去虞,傷遇,sjyoh,shù；yú,syu3；syu6
𧼯,U+27F2F,書合三去虞,傷遇,sjyoh,shù；yú,
䠼,U+483C,書合三去虞,傷遇,sjyoh,shù,syu3
㲓,U+3C93,書合三去虞,傷遇,sjyoh,róng；shù,jung2；syu3
裕,U+88D5,以合三去虞,羊戍,jyoh,yù,jyu6
䘱,U+4631,以合三去虞,羊戍,jyoh,yù,jyu6
諭,U+8AED,以合三去虞,羊戍,jyoh,tǒu；yù,jyu6
喻,U+55BB,以合三去虞,羊戍,jyoh,yù；yú,jyu6
籲,U+7C72,以合三去虞,羊戍,jyoh,yù,joek6；jyu6
𣈯,U+2322F,以合三去虞,羊戍,jyoh,,jyu4；jyu6
孺,U+5B7A,日合三去虞,而遇,njyoh,rú,jyu4；jyu6
𡦗,U+21997,日合三去虞,而遇,njyoh,,
㹘,U+3E58,日合三去虞,而遇,njyoh,rù,jyu6
赴,U+8D74,滂合三去虞,芳遇,phyoh,fù,fu6
𠓗,U+204D7,"滂合三去虞
滂開二入庚","芳遇
普伯","phyoh
phrak",fù,fu3
䞯,U+47AF,滂合三去虞,芳遇,phyoh,fù；fú,fu3
訃,U+8A03,滂合三去虞,芳遇,phyoh,fù,fu6
䞳,U+47B3,"並開一入登
滂合三去虞
滂開一去侯","蒲北
芳遇
匹候","bok
phyoh
phuh",bó,baak6
仆,U+4EC6,"並開一入冬
並開一入東
並開一入登
滂合三去虞
滂開一去侯
滂開三去尤","蒲沃
蒲木
蒲北
芳遇
匹候
敷救","buuk
buk
bok
phyoh
phuh
phiuh",pú；pū,buk6；fu6；puk1；puk6
䟔,U+47D4,滂合三去虞,芳遇,phyoh,bó；fù,fu6
婏,U+5A4F,"滂合三去元
滂合三去虞","芳万
芳遇","phyanh
phyoh",fàn；fù,faan3
務,U+52D9,明合三去虞,亡遇,myoh,mào；máo；wu；wù；wú；wǔ,mou6
婺,U+5A7A,明合三去虞,亡遇,myoh,móu；mù；wù,mou6
霧,U+9727,明合三去虞,亡遇,myoh,méng；wù,mou6
騖,U+9A16,明合三去虞,亡遇,myoh,wù,mou6
𦎦,U+263A6,明合三去虞,亡遇,myoh,wù,
䨁,U+4A01,明合三去虞,亡遇,myoh,wù,mou6
𨂣,U+280A3,明合三去虞,亡遇,myoh,wù,
𦆞,U+2619E,明合三去虞,亡遇,myoh,wù,
嵍,U+5D4D,明合三去虞,亡遇,myoh,máo；wù,mou6
鶩,U+9DA9,"明合三去虞
明開一入東","亡遇
莫卜","myoh
muk",mù；wù,mou6
足,U+8DB3,"精合三去虞
精開三入鍾","子句
即玉","cyoh
cyuk",jù；zú,zeoi3；zuk1
懼,U+61FC,群合三去虞,其遇,gyoh,jù,geoi6
具,U+5177,群合三去虞,其遇,gyoh,ju；jù,geoi6
埧,U+57E7,群合三去虞,其遇,gyoh,jù,geoi6
䨒,U+4A12,云合三去虞,王遇,yoh,yù,jyu6
埾,U+57FE,從合三去虞,才句,zyoh,jù,zeoi6
付,U+4ED8,幫合三去虞,方遇,pyoh,fu；fù,fu6
賦,U+8CE6,幫合三去虞,方遇,pyoh,fù,fu3
傅,U+5085,幫合三去虞,方遇,pyoh,fu；fù；fū,fu1；fu2；fu6
陚,U+965A,幫合三去虞,方遇,pyoh,fù；wǔ,fu3
搏,U+640F,"幫合一入唐
幫合三去虞
滂合一入唐","補各
方遇
匹各","pak
pyoh
phak",bó,bok3
鉒,U+9252,知合三去虞,中句,tryoh,zhù,zyu3
駐,U+99D0,知合三去虞,中句,tryoh,zhù,zyu3
軴,U+8EF4,知合三去虞,中句,tryoh,zhù,zyu3
𨙔,U+28654,知合三去虞,中句,tryoh,zhù,
壴,U+58F4,知合三去虞,中句,tryoh,zhù,zyu3
亍,U+4E8D,"徹開三入鍾
知合三去虞","丑玉
中句","thryuk
tryoh",chù,cuk1
𤛐,U+246D0,溪合三去虞,區遇,khyoh,ōu,
䜴,U+4734,初合三去虞,芻注,chryoh,chù；shì,co3
䐢,U+4422,"初合三去虞
莊開三去尤","芻注
側救","chryoh
criuh",chù；zhòu；zhù,zo3
䦌,U+498C,徹合三去虞,丑注,thryoh,chù,cyu3
𢨸,U+22A38,徹合三去虞,丑注,thryoh,,
屢,U+5C62,來合三去虞,良遇,lyoh,lǚ,leoi5
𡀿,U+2103F,來合三去虞,良遇,lyoh,lǜ,
暮,U+66AE,明開一去模,莫故,moh,mù,mou6
慕,U+6155,明開一去模,莫故,moh,mù,mou6
募,U+52DF,明開一去模,莫故,moh,bó；mù,mou6
墓,U+5893,明開一去模,莫故,moh,mù,mou6
慔,U+6154,明開一去模,莫故,moh,mù,mou6
𥰻,U+25C3B,明開一去模,莫故,moh,mù,
渡,U+6E21,定開一去模,徒故,doh,dù,dou2；dou6
斁,U+6581,"以開三入清
定開一去模
端開一去模","羊益
徒故
當故","jek
doh
toh",dù；tú；yì,dou3；jik6
度,U+5EA6,"定開一入唐
定開一去模","徒落
徒故","dak
doh",du；duó；dù；zhái,dok6；dou2；dou6
𥯖,U+25BD6,定開一去模,徒故,doh,dù,
路,U+8DEF,來開一去模,洛故,loh,luò；lù,lou2；lou6
露,U+9732,來開一去模,洛故,loh,lòu；lù,lau6；lou6
潞,U+6F5E,來開一去模,洛故,loh,lù,lou2；lou6
輅,U+8F05,來開一去模,洛故,loh,hé；lù；yà,lou6
鷺,U+9DFA,來開一去模,洛故,loh,lù,lou6
璐,U+7490,來開一去模,洛故,loh,lù,lou6
賂,U+8CC2,來開一去模,洛故,loh,lù,lou6
簬,U+7C2C,來開一去模,洛故,loh,lù,lou6
簵,U+7C35,來開一去模,洛故,loh,lù,lou6
虂,U+8642,來開一去模,洛故,loh,lù,lou6
𤻱,U+24EF1,來開一去模,洛故,loh,lù,
𦌕,U+26315,來開一去模,洛故,loh,lù,
妒,U+5992,端開一去模,當故,toh,dù,dou3
妬,U+59AC,端開一去模,當故,toh,dù,dou3
秺,U+79FA,端開一去模,當故,toh,dù,dou6
𤴱,U+24D31,端開一去模,當故,toh,dù,
㓃,U+34C3,"知開二去麻
端開一去模","陟駕
當故","trah
toh",dù,dou3
蠹,U+8839,端開一去模,當故,toh,dù,dou3
螙,U+8799,端開一去模,當故,toh,dù,dou3
殬,U+6BAC,端開一去模,當故,toh,dù,dou3
兔,U+5154,透開一去模,湯故,thoh,chān；tù；tú,tou3
鵵,U+9D75,透開一去模,湯故,thoh,tù,tou3
顧,U+9867,見開一去模,古暮,koh,gù,gu3；gwu3
頋,U+980B,見開一去模,古暮,koh,ě,gu3；gwu3
稒,U+7A12,見開一去模,古暮,koh,gù,gu3；gwu3
故,U+6545,見開一去模,古暮,koh,gù,gu2；gu3；gwu2；gwu3
痼,U+75FC,見開一去模,古暮,koh,gù,gu3；gwu3
固,U+56FA,見開一去模,古暮,koh,gù,gu3；gwu3
錮,U+932E,見開一去模,古暮,koh,gù,gu3；gwu3
㽽,U+3F7D,見開一去模,古暮,koh,gù,gu3；gwu3
鯝,U+9BDD,見開一去模,古暮,koh,gù,gu3；gwu3
䍛,U+435B,見開一去模,古暮,koh,gù,gu3；gwu3
棝,U+68DD,見開一去模,古暮,koh,gù,gu3；gwu3
凅,U+51C5,見開一去模,古暮,koh,gù,gu3；gwu3
誤,U+8AA4,疑開一去模,五故,ngoh,wu；wù,m6；ng6
悮,U+60AE,疑開一去模,五故,ngoh,wù,m6；ng6
寤,U+5BE4,疑開一去模,五故,ngoh,wù,m6；ng6
忤,U+5FE4,疑開一去模,五故,ngoh,wù；wǔ,m5；ng5
啎,U+554E,疑開一去模,五故,ngoh,wǔ,m5；ng5
迕,U+8FD5,疑開一去模,五故,ngoh,wǔ,m5；m6；ng5；ng6
遻,U+907B,疑開一去模,五故,ngoh,è,m6；ng6；ngok6；ok6
晤,U+6664,疑開一去模,五故,ngoh,wù,m6；ng6
悟,U+609F,疑開一去模,五故,ngoh,wù,m4；m6；ng4；ng6
逜,U+901C,疑開一去模,五故,ngoh,wù；wǔ,m6；ng6
窹,U+7AB9,疑開一去模,五故,ngoh,wù,m6；ng6
捂,U+6342,疑開一去模,五故,ngoh,wú；wǔ,m6；ng6；wu2
䎸,U+43B8,疑開一去模,五故,ngoh,wù,m6；ng6
護,U+8B77,匣開一去模,胡誤,ghoh,hù,wu6
嫭,U+5AED,匣開一去模,胡誤,ghoh,hù,wu6
頀,U+9800,匣開一去模,胡誤,ghoh,hù,wu6
互,U+4E92,匣開一去模,胡誤,ghoh,hù,wu6
濩,U+6FE9,"匣合一入唐
匣開一去模
影合三入庚","胡郭
胡誤
一虢","ghuak
ghoh
qyek",huò；hù,wok6；wu6
䇘,U+41D8,匣開一去模,胡誤,ghoh,hù,wu6
冱,U+51B1,匣開一去模,胡誤,ghoh,hù,wu6
枑,U+6791,匣開一去模,胡誤,ghoh,hù,wu6
䨼,U+4A3C,匣開一去模,胡誤,ghoh,hù,wu6
韄,U+97C4,匣開一去模,胡誤,ghoh,hù,waak6；wu6
𧥮,U+2796E,匣開一去模,胡誤,ghoh,dǐ；hù,
鱯,U+9C6F,"匣合二入耕
匣開一去模","胡麥
胡誤","ghruek
ghoh",hù,wu6
擭,U+64ED,"匣合一入唐
匣開一去模
影合三入庚","胡郭
胡誤
一虢","ghuak
ghoh
qyek",huò；hù；wò,wok6
𦊂,U+26282,匣開一去模,胡誤,ghoh,hù,
𦬚,U+26B1A,匣開一去模,胡誤,ghoh,hù,
訴,U+8A34,心開一去模,桑故,soh,su；sù,sou3
愬,U+612C,"心開一去模
生開二入耕","桑故
山責","soh
srek",sè；sù,saak3；sou3
𧪜,U+27A9C,心開一去模,桑故,soh,,
泝,U+6CDD,心開一去模,桑故,soh,sù,sou3
遡,U+9061,心開一去模,桑故,soh,sù,sou3
素,U+7D20,心開一去模,桑故,soh,sù,sou3
傃,U+5083,心開一去模,桑故,soh,sù,sou3
嗉,U+55C9,心開一去模,桑故,soh,sù,seoi3；sou3
膆,U+8186,心開一去模,桑故,soh,sù,seoi3；sou3
𤤐,U+24910,心開一去模,桑故,soh,sù,
塑,U+5851,心開一去模,桑故,soh,sù,sok3；sou3
塐,U+5850,心開一去模,桑故,soh,sù,sou3
䛾,U+46FE,心開一去模,桑故,soh,sù,sou3
𤢘,U+24898,心開一去模,桑故,soh,sù,
㨞,U+3A1E,心開一去模,桑故,soh,sù,sou3
祚,U+795A,從開一去模,昨誤,zoh,zuò,zou6
胙,U+80D9,從開一去模,昨誤,zoh,zuò,zou6
阼,U+963C,從開一去模,昨誤,zoh,zuò,zou6
𧃘,U+270D8,從開一去模,昨誤,zoh,zuò,
飵,U+98F5,"從開一入唐
從開一去模","在各
昨誤","zak
zoh",zuò；zé,zok3；zok6
𧇣,U+271E3,從開一去模,昨誤,zoh,,
秨,U+79E8,"從開一入唐
從開一去模","在各
昨誤","zak
zoh",zuó,zok6
布,U+5E03,幫開一去模,愽故,poh,bù,bou3
佈,U+4F48,幫開一去模,愽故,poh,bù,bou3
𠜙,U+20719,幫開一去模,愽故,poh,bù,
𧉩,U+27269,幫開一去模,愽故,poh,bù,
噁,U+5641,影開一去模,烏路,qoh,wò；wù；ě,ngok3；ok3；wu1；wu3
䜑,U+4711,影開一去模,烏路,qoh,wù,wu3
怖,U+6016,"滂合三入元
滂開一去模","拂伐
普故","phyat
phoh",bù,bou3
悑,U+6091,滂開一去模,普故,phoh,bù,bou3
𤸵,U+24E35,"並開一去模
滂開一去模","薄故
普故","boh
phoh",bù,
厝,U+539D,"清開一入唐
清開一去模","倉各
倉故","chak
choh",cuò；jí,cou3
措,U+63AA,清開一去模,倉故,choh,cuò；cì；zé,cou3
醋,U+918B,清開一去模,倉故,choh,cù；zuò,cou3
錯,U+932F,"清開一入唐
清開一去模","倉各
倉故","chak
choh",cuò；cù；xī,co3；cok3；cou3
㳻,U+3CFB,"清開一去模
生開二入耕
莊開二入庚","倉故
山責
側伯","choh
srek
crak",zé,zaak3
絝,U+7D5D,溪開一去模,苦故,khoh,kù,fu3
袴,U+88B4,溪開一去模,苦故,khoh,kù,fu3
庫,U+5EAB,溪開一去模,苦故,khoh,kù,fu3
䔯,U+452F,溪開一去模,苦故,khoh,kù,fu3
捕,U+6355,並開一去模,薄故,boh,bǔ,bou6
哺,U+54FA,並開一去模,薄故,boh,bū；bǔ；fǔ,bou6
步,U+6B65,並開一去模,薄故,boh,bù,bou6
𩣝,U+298DD,並開一去模,薄故,boh,bù,
𨛒,U+286D2,並開一去模,薄故,boh,bù,
𩢕,U+29895,並開一去模,薄故,boh,bù,
作,U+4F5C,"精開一入唐
精開一去模
精開一去歌","則落
臧祚
則箇","cak
coh
cah",zuò；zuó；zuō,zok2；zok3
霽,U+973D,精開四去齊,子計,ceh,jì,zai3
䰏,U+4C0F,精開四去齊,子計,ceh,jì,zit3
䶓,U+4D93,精開四去齊,子計,ceh,jì,zai3
穧,U+7A67,"從開四去齊
精開三去祭A
精開四去齊","在詣
子例
子計","zeh
cied
ceh",jì；zì,zai3；zai6
帝,U+5E1D,端開四去齊,都計,teh,dì,dai3
諦,U+8AE6,端開四去齊,都計,teh,dì；tí,dai3
嚏,U+568F,端開四去齊,都計,teh,tì,tai3
啑,U+5551,"生開二入銜
端開四去齊","所甲
都計","srap
teh",dié；jié；shà；tì；zā,cip3；dip6；saap3；zaap3；zit6
蔕,U+8515,端開四去齊,都計,teh,chài；dài；dì,dai3
螮,U+87AE,端開四去齊,都計,teh,dài；dì,dai3
蝃,U+8743,"章合三入仙A
端開四去齊","職悅
都計","cjyet
teh",dì；zhuō,dai3
摕,U+6455,"定開四入先
定開四去齊
端開一去泰
端開四去齊","徒結
特計
當蓋
都計","det
deh
tad
teh",dì；tú；zhí,dai3
𦨢,U+26A22,端開四去齊,都計,teh,dì,
䠠,U+4820,端開四去齊,都計,teh,chì；dài,cai3
骶,U+9AB6,端開四去齊,都計,teh,dǐ,dai2
僀,U+50C0,端開四去齊,都計,teh,dì,dai3
𢰂,U+22C02,"定開四去齊
端開四去齊","特計
都計","deh
teh",,
䟡,U+47E1,端開四去齊,都計,teh,dì；zhī,dai3；zi1
𤬵,U+24B35,端開四去齊,都計,teh,dì,
偙,U+5059,端開四去齊,都計,teh,dì,dai3
䩚,U+4A5A,端開四去齊,都計,teh,dì；dī,dai3
渧,U+6E27,端開四去齊,都計,teh,dì；dī；tí,dai3
嚌,U+568C,從開四去齊,在詣,zeh,jiē；jì；zhāi,zai6
𨣧,U+288E7,從開四去齊,在詣,zeh,jì,
𪊆,U+2A286,從開四去齊,在詣,zeh,jì,
替,U+66FF,透開四去齊,他計,theh,tì,tai3
𤾕,U+24F95,透開四去齊,他計,theh,,
暜,U+669C,透開四去齊,他計,theh,pǔ,pou2
㬱,U+3B31,透開四去齊,他計,theh,tì,tai3
鬀,U+9B00,"定開四去齊
透開四去齊","特計
他計","deh
theh",tì,tai3
剃,U+5243,透開四去齊,他計,theh,tì,tai3
戻,U+623B,透開四去齊,他計,theh,tì,dai6
𣧂,U+239C2,透開四去齊,他計,theh,tì,laai5
楴,U+6974,透開四去齊,他計,theh,dǐ；shì；tì,tai3
䎮,U+43AE,透開四去齊,他計,theh,tì,tai3
𡲕,U+21C95,透開四去齊,他計,theh,tì,tai3
达,U+8FBE,"定開一入寒
透開一入寒
透開四去齊","唐割
他達
他計","dat
that
theh",dá；tà；tì,daat6；dai3；taat3
𢝹,U+22779,透開四去齊,他計,theh,tì,
𧛒,U+276D2,透開四去齊,他計,theh,tì,
殢,U+6BA2,"曉開四去齊
透開四去齊","呼計
他計","heh
theh",tì,tai3
𣤖,U+23916,透開四去齊,他計,theh,tì,
𥫵,U+25AF5,透開四去齊,他計,theh,tì,
第,U+7B2C,定開四去齊,特計,deh,dì,dai2；dai6
遰,U+9070,定開四去齊,特計,deh,dài；dì；shì,dai6；sai6
髢,U+9AE2,定開四去齊,特計,deh,dí,tai3
禘,U+7998,定開四去齊,特計,deh,dì,dai3
軑,U+8ED1,"定開一去泰
定開四去齊","徒蓋
特計","dad
deh",dài,daai6；dai6
釱,U+91F1,"定開一去泰
定開四去齊","徒蓋
特計","dad
deh",dì,daai6；dai6
棣,U+68E3,定開四去齊,特計,deh,dài；dì；tì,dai6
杕,U+6755,定開四去齊,特計,deh,duò；dì,dai6
𧫚,U+27ADA,定開四去齊,特計,deh,,
慸,U+6178,"定開四去齊
徹開三去祭B
徹開二去夬","特計
丑例
丑犗","deh
thried
thrad",chì；dì,dai3
墆,U+5886,"定開四入先
定開四去齊","徒結
特計","det
deh",dì；zhì,dai3；dit6
逮,U+902E,"定開一去咍
定開四去齊","徒耐
特計","daih
deh",dài；dì；dǎi,dai6；doi6
砌,U+780C,清開四去齊,七計,cheh,qiè；qì,cai3
切,U+5207,"清開四入先
清開四去齊","千結
七計","chet
cheh",qiè；qiē；qì,cai3；cit3
𥉻,U+2527B,"初開二入山
徹開三去祭B
清開四去齊","初八
丑例
七計","chret
thried
cheh",qì,
摖,U+6456,清開四去齊,七計,cheh,chá；qì,cai3
䏅,U+43C5,清開四去齊,七計,cheh,qì,cai3
䀙,U+4019,清開四去齊,七計,cheh,qì,cai3
𦕀,U+26540,清開四去齊,七計,cheh,,
細,U+7D30,心開四去齊,蘇計,seh,xì,sai2；sai3
𥿳,U+25FF3,心開四去齊,蘇計,seh,,
壻,U+58FB,心開四去齊,蘇計,seh,xù,sai3
詣,U+8A63,疑開四去齊,五計,ngeh,yì,ai6；ngai6
𢏗,U+223D7,疑開四去齊,五計,ngeh,yì,ai6；ngai6
羿,U+7FBF,疑開四去齊,五計,ngeh,yì,ai6；ngai6
𦐧,U+26427,疑開四去齊,五計,ngeh,,
睨,U+7768,疑開四去齊,五計,ngeh,nì,ai6；ngai6
盻,U+76FB,"匣開四去齊
滂開二去山
疑開四去齊","胡計
匹莧
五計","gheh
phrenh
ngeh",pǎn；xì,hai6
𧡎,U+2784E,疑開四去齊,五計,ngeh,,
甈,U+7508,"溪開三去祭B
疑開四去齊","去例
五計","khied
ngeh",qì,hei3
計,U+8A08,見開四去齊,古詣,keh,ji；jì,gai2；gai3；gei3
係,U+4FC2,見開四去齊,古詣,keh,xì,hai2；hai6
繼,U+7E7C,見開四去齊,古詣,keh,jì,gai3
繫,U+7E6B,"匣開四去齊
見開四去齊","胡計
古詣","gheh
keh",jì；xì,gai3；hai6
薊,U+858A,見開四去齊,古詣,keh,jì,gai3
髻,U+9AFB,見開四去齊,古詣,keh,jié；jì,gai2；gai3
𨜒,U+28712,見開四去齊,古詣,keh,jì,
檵,U+6AB5,見開四去齊,古詣,keh,jì,gai3
蘻,U+863B,見開四去齊,古詣,keh,jì,hai6
轚,U+8F5A,"見開四入青
見開四去齊","古歷
古詣","kek
keh",jí,gik1
㲅,U+3C85,見開四去齊,古詣,keh,jì,gai3
䐼,U+443C,"匣開四入先
匣開四去齊","胡結
胡計","ghet
gheh",xì,hai6
𦝜,U+2675C,匣開四去齊,胡計,gheh,,
系,U+7CFB,"匣開四去齊
見開四去齊","胡計
古詣","gheh
keh",jì；xi；xì,gai3；hai2；hai6
𦃟,U+260DF,匣開四去齊,胡計,gheh,,
妎,U+598E,"匣開一去泰
匣開四去齊","胡蓋
胡計","ghad
gheh",hài；jiè,hoi6
禊,U+798A,匣開四去齊,胡計,gheh,xì,hai6
瘛,U+761B,"匣開四去齊
昌開三入仙A
昌開三去祭A","胡計
昌列
尺制","gheh
chjet
chjed",chì,cit3；gai3；kai3；zai3
慀,U+6140,匣開四去齊,胡計,gheh,xié；xì,hai6
䦏,U+498F,"匣開二去皆
匣開四去齊","胡介
胡計","ghraih
gheh",xiè,haai6
稧,U+7A27,匣開四去齊,胡計,gheh,qiè；xì,hai6
